pid,Number,Name,Type1,Type2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Experience,FinalEvolution,CatchRate,Legendary,Height,Weight,BMI,outterR,innerR,Img
382,389,Torterra,Grass,Ground,"['Overgrow', 'Shell Armor']",95,109,105,75,85,56,525,87.5,1059860,1,45,0,2.2,310,64,10.7,2.675,torterra
383,390,Chimchar,Fire,,"['Blaze', 'Iron Fist']",44,58,44,58,44,61,309,51.5,1059860,0,45,0,0.5,6.2,24.8,5.1,1.275,chimchar
384,391,Monferno,Fire,Fighting,"['Blaze', 'Iron Fist']",64,78,52,78,52,81,405,67.5,1059860,0,45,0,0.9,22,27.2,6.5,1.625,monferno
385,392,Infernape,Fire,Fighting,"['Blaze', 'Iron Fist']",76,104,71,104,71,108,534,89,1059860,1,45,0,1.2,55,38.2,8.75,2.1875,infernape
386,393,Piplup,Water,,"['Defiant', 'Torrent']",53,51,53,61,56,40,314,52.33333333,1059860,0,45,0,0.4,5.2,32.5,5.2,1.3,piplup
387,394,Prinplup,Water,,"['Defiant', 'Torrent']",64,66,68,81,76,50,405,67.5,1059860,0,45,0,0.8,23,35.9,6.7,1.675,prinplup
388,395,Empoleon,Water,Steel,"['Defiant', 'Torrent']",84,86,88,111,101,60,530,88.33333333,1059860,1,45,0,1.7,84.5,29.2,8.7,2.175,empoleon
389,396,Starly,Normal,Flying,"['Keen Eye', 'Reckless']",40,55,30,30,30,60,245,40.83333333,1059860,0,255,0,0.3,2,22.2,4.25,1.0625,starly
390,397,Staravia,Normal,Flying,"['Intimidate', 'Reckless']",55,75,50,40,40,80,340,56.66666667,1059860,0,120,0,0.6,15.5,43.1,6.25,1.5625,staravia
391,398,Staraptor,Normal,Flying,"['Intimidate', 'Reckless']",85,120,70,50,60,100,485,80.83333333,1059860,1,45,0,1.2,24.9,17.3,9.5,2.375,staraptor
694,399,Bidoof,Normal,,"['Moody', 'Simple', 'Unaware']",59,45,40,35,40,31,250,41.66666667,1000000,0,255,0,0.5,20,80,4.25,1.0625,bidoof
695,400,Bibarel,Normal,Water,"['Moody', 'Simple', 'Unaware']",79,85,60,55,60,71,410,68.33333333,1000000,1,127,0,1,31.5,31.5,7.25,1.8125,bibarel
392,401,Kricketot,Bug,,"['Run Away', 'Shed Skin']",37,25,41,25,41,25,194,32.33333333,1059860,0,255,0,0.3,2.2,24.4,3.3,0.825,kricketot
393,402,Kricketune,Bug,,"['Swarm', 'Technician']",77,85,51,55,51,65,384,64,1059860,1,45,0,1,25.5,25.5,6.8,1.7,kricketune
394,403,Shinx,Electric,,"['Guts', 'Intimidate', 'Rivalry']",45,65,34,40,34,45,263,43.83333333,1059860,0,235,0,0.5,9.5,38,4.95,1.2375,shinx
395,404,Luxio,Electric,,"['Guts', 'Intimidate', 'Rivalry']",60,85,49,60,49,60,363,60.5,1059860,0,120,0,0.9,30.5,37.7,6.7,1.675,luxio
396,405,Luxray,Electric,,"['Guts', 'Intimidate', 'Rivalry']",80,120,79,95,79,70,523,87.16666667,1059860,1,45,0,1.4,42,21.4,9.95,2.4875,luxray
397,406,Budew,Grass,Poison,"['Leaf Guard', 'Natural Cure', 'Poison Point']",40,30,35,50,70,55,280,46.66666667,1059860,0,255,0,0.2,1.2,30,3.25,0.8125,budew
398,407,Roserade,Grass,Poison,"['Natural Cure', 'Poison Point', 'Technician']",60,70,65,125,105,90,515,85.83333333,1059860,1,75,0,0.9,14.5,17.9,6.75,1.6875,roserade
1023,408,Cranidos,Rock,,"['Mold Breaker', 'Sheer Force']",67,125,40,30,30,58,350,58.33333333,600000,0,45,0,0.9,31.5,38.9,8.25,2.0625,cranidos
1024,409,Rampardos,Rock,,"['Mold Breaker', 'Sheer Force']",97,165,60,65,50,58,495,82.5,600000,1,45,0,1.6,102.5,40,11.25,2.8125,rampardos
1025,410,Shieldon,Rock,Steel,"['Soundproof', 'Sturdy']",30,42,118,42,88,30,350,58.33333333,600000,0,45,0,0.5,57,228,8,2,shieldon
1026,411,Bastiodon,Rock,Steel,"['Soundproof', 'Sturdy']",60,52,168,47,138,30,495,82.5,600000,1,45,0,1.3,149.5,88.5,11,2.75,bastiodon
696,412,Burmy,Bug,,"['Overcoat', 'Shed Skin']",40,29,45,29,45,36,224,37.33333333,1000000,0,120,0,0.2,3.4,85,3.7,0.925,burmy
698,413,Wormadam Plant Cloak,Bug,Grass,"['Anticipation', 'Overcoat']",60,59,85,79,105,36,424,70.66666667,1000000,0,45,0,0.5,6.5,26,7.2,1.8,wormadam plant cloak
699,413,Wormadam Sandy Cloak,Bug,Ground,"['Anticipation', 'Overcoat']",60,79,105,59,85,36,424,70.66666667,1000000,0,45,0,0.5,6.5,26,9.2,2.3,wormadam sandy cloak
697,413,Wormadam Trash Cloak,Bug,Steel,"['Anticipation', 'Overcoat']",60,69,95,69,95,36,424,70.66666667,1000000,0,45,0,0.5,6.5,26,8.2,2.05,wormadam trash cloak
700,414,Mothim,Bug,Flying,"['Swarm', 'Tinted Lens']",70,94,50,94,50,66,424,70.66666667,1000000,1,45,0,0.9,23.3,28.8,7.2,1.8,mothim
399,415,Combee,Bug,Flying,"['Honey Gather', 'Hustle']",30,30,42,30,42,70,244,40.66666667,1059860,0,120,0,0.3,5.5,61.1,3.6,0.9,combee
400,416,Vespiquen,Bug,Flying,"['Pressure', 'Unnerve']",70,80,102,80,102,40,474,79,1059860,1,45,0,1.2,38.5,26.7,9.1,2.275,vespiquen
701,417,Pachirisu,Electric,,"['Pickup', 'Run Away', 'Volt Absorb']",60,45,70,45,90,95,405,67.5,1000000,1,200,0,0.4,3.9,24.4,5.75,1.4375,pachirisu
702,418,Buizel,Water,,"['Swift Swim', 'Water Veil']",55,65,35,60,30,85,330,55,1000000,0,190,0,0.7,29.5,60.2,5,1.25,buizel
703,419,Floatzel,Water,,"['Swift Swim', 'Water Veil']",85,105,55,85,50,115,495,82.5,1000000,1,75,0,1.1,33.5,27.7,8,2,floatzel
704,420,Cherubi,Grass,,['Chlorophyll'],45,35,45,62,53,35,275,45.83333333,1000000,0,190,0,0.4,3.3,20.6,4,1,cherubi
705,421,Cherrim,Grass,,['Flower Gift'],70,60,70,87,78,85,450,75,1000000,1,75,0,0.5,9.3,37.2,6.5,1.625,cherrim
706,422,Shellos,Water,,"['Sand Force', 'Sticky Hold', 'Storm Drain']",76,48,48,57,62,34,325,54.16666667,1000000,0,190,0,0.3,6.3,70,4.8,1.2,shellos
707,423,Gastrodon,Water,Ground,"['Sand Force', 'Sticky Hold', 'Storm Drain']",111,83,68,92,82,39,475,79.16666667,1000000,1,75,0,0.9,29.9,36.9,7.55,1.8875,gastrodon
980,424,Ambipom,Normal,,"['Pickup', 'Skill Link', 'Technician']",75,100,66,60,66,115,482,80.33333333,800000,1,45,0,1.2,20.3,14.1,8.3,2.075,ambipom
13,425,Drifloon,Ghost,Flying,"['Aftermath', 'Flare Boost', 'Unburden']",90,50,34,60,44,70,348,58,1640000,0,125,0,0.4,1.2,7.5,4.2,1.05,drifloon
14,426,Drifblim,Ghost,Flying,"['Aftermath', 'Flare Boost', 'Unburden']",150,80,44,90,54,80,498,83,1640000,1,60,0,1.2,15,10.4,6.2,1.55,drifblim
708,427,Buneary,Normal,,"['Klutz', 'Limber', 'Run Away']",55,66,44,44,56,85,350,58.33333333,1000000,0,190,0,0.4,5.5,34.4,5.5,1.375,buneary
709,428,Lopunny,Normal,,"['Cute Charm', 'Klutz', 'Limber']",65,76,84,54,96,105,480,80,1000000,1,60,0,1.2,33.3,23.1,8,2,lopunny
710,428,Mega Lopunny,Normal,Fighting,['Scrappy'],65,136,94,54,96,135,580,96.66666667,1000000,1,60,0,1.3,28.3,16.7,11.5,2.875,mega lopunny
981,429,Mismagius,Ghost,,['Levitate'],60,60,60,105,105,105,495,82.5,800000,1,45,0,0.9,4.4,5.4,6,1.5,mismagius
401,430,Honchkrow,Dark,Flying,"['Insomnia', 'Moxie', 'Super Luck']",100,125,52,105,52,71,505,84.16666667,1059860,1,30,0,0.9,27.3,33.7,8.85,2.2125,honchkrow
982,431,Glameow,Normal,,"['Keen Eye', 'Limber', 'Own Tempo']",49,55,42,42,37,85,310,51.66666667,800000,0,190,0,0.5,3.9,15.6,4.85,1.2125,glameow
983,432,Purugly,Normal,,"['Defiant', 'Own Tempo', 'Thick Fat']",71,82,64,64,59,112,452,75.33333333,800000,1,75,0,1,43.8,43.8,7.3,1.825,purugly
984,433,Chingling,Psychic,,['Levitate'],45,30,50,65,50,45,285,47.5,800000,0,120,0,0.2,0.6,15,4,1,chingling
711,434,Stunky,Poison,Dark,"['Aftermath', 'Keen Eye', 'Stench']",63,63,47,41,41,74,329,54.83333333,1000000,0,225,0,0.4,19.2,120,5.5,1.375,stunky
712,435,Skuntank,Poison,Dark,"['Aftermath', 'Keen Eye', 'Stench']",103,93,67,71,61,84,479,79.83333333,1000000,1,60,0,1,38,38,8,2,skuntank
713,436,Bronzor,Steel,Psychic,"['Heatproof', 'Heavy Metal', 'Levitate']",57,24,86,24,86,23,300,50,1000000,0,255,0,0.5,60.5,242,5.5,1.375,bronzor
714,437,Bronzong,Steel,Psychic,"['Heatproof', 'Heavy Metal', 'Levitate']",67,89,116,79,116,33,500,83.33333333,1000000,1,90,0,1.3,187,110.7,10.25,2.5625,bronzong
715,438,Bonsly,Rock,,"['Rattled', 'Rock Head', 'Sturdy']",50,80,95,10,45,10,290,48.33333333,1000000,0,255,0,0.5,15,60,8.75,2.1875,bonsly
716,439,Mime Jr.,Psychic,Fairy,"['Filter', 'Soundproof', 'Technician']",20,25,45,70,90,60,310,51.66666667,1000000,0,145,0,0.6,13,36.1,3.5,0.875,mime jr.
985,440,Happiny,Normal,,"['Friend Guard', 'Natural Cure', 'Serene Grace']",100,5,5,15,65,30,220,36.66666667,800000,0,130,0,0.6,24.4,67.8,0.5,0.125,happiny
402,441,Chatot,Normal,Flying,"['Big Pecks', 'Keen Eye', 'Tangled Feet']",76,65,45,92,42,91,411,68.5,1059860,1,30,0,0.5,1.9,7.6,5.5,1.375,chatot
717,442,Spiritomb,Ghost,Dark,"['Infiltrator', 'Pressure']",50,92,108,92,108,35,485,80.83333333,1000000,1,100,0,1,108,108,10,2.5,spiritomb
117,443,Gible,Dragon,Ground,"['Rough Skin', 'Sand Veil']",58,70,45,40,45,42,300,50,1250000,0,45,0,0.7,20.5,41.8,5.75,1.4375,gible
118,444,Gabite,Dragon,Ground,"['Rough Skin', 'Sand Veil']",68,90,65,50,55,82,410,68.33333333,1250000,0,45,0,1.4,56,28.6,7.75,1.9375,gabite
119,445,Garchomp,Dragon,Ground,"['Rough Skin', 'Sand Veil']",108,130,95,80,85,102,600,100,1250000,1,45,0,1.9,95,26.3,11.25,2.8125,garchomp
120,445,Mega Garchomp,Dragon,Ground,['Sand Force'],108,170,115,120,95,92,700,116.6666667,1250000,1,45,0,1.9,95,26.3,14.25,3.5625,mega garchomp
121,446,Munchlax,Normal,,"['Gluttony', 'Pickup', 'Thick Fat']",135,85,40,40,85,5,390,65,1250000,0,50,0,0.6,105,291.7,6.25,1.5625,munchlax
403,447,Riolu,Fighting,,"['Inner Focus', 'Prankster', 'Steadfast']",40,70,40,35,40,60,285,47.5,1059860,0,75,0,0.7,20.2,41.2,5.5,1.375,riolu
404,448,Lucario,Fighting,Steel,"['Inner Focus', 'Justified', 'Steadfast']",70,110,70,115,70,90,525,87.5,1059860,1,45,0,1.2,54,37.5,9,2.25,lucario
405,448,Mega Lucario,Fighting,Steel,['Adaptability'],70,145,88,140,70,112,625,104.1666667,1059860,1,45,0,1.3,57.5,34,11.65,2.9125,mega lucario
122,449,Hippopotas,Ground,,"['Sand Force', 'Sand Stream']",68,72,78,38,42,32,330,55,1250000,0,140,0,0.8,49.5,77.3,7.5,1.875,hippopotas
123,450,Hippowdon,Ground,,"['Sand Force', 'Sand Stream']",108,112,118,68,72,47,525,87.5,1250000,1,60,0,2,300,75,11.5,2.875,hippowdon
124,451,Skorupi,Poison,Bug,"['Battle Armor', 'Keen Eye', 'Sniper']",40,50,90,30,55,65,330,55,1250000,0,120,0,0.8,12,18.8,7,1.75,skorupi
125,452,Drapion,Poison,Dark,"['Battle Armor', 'Keen Eye', 'Sniper']",70,90,110,60,75,95,500,83.33333333,1250000,1,45,0,1.3,61.5,36.4,10,2.5,drapion
718,453,Croagunk,Poison,Fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",48,61,40,61,40,50,300,50,1000000,0,140,0,0.7,23,46.9,5.05,1.2625,croagunk
719,454,Toxicroak,Poison,Fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",83,106,65,86,65,85,490,81.66666667,1000000,1,75,0,1.3,44.4,26.3,8.55,2.1375,toxicroak
126,455,Carnivine,Grass,,['Levitate'],74,100,72,90,72,46,454,75.66666667,1250000,1,200,0,1.4,27,13.8,8.6,2.15,carnivine
1027,456,Finneon,Water,,"['Storm Drain', 'Swift Swim', 'Water Veil']",49,49,56,49,61,66,330,55,600000,0,190,0,0.4,7,43.8,5.25,1.3125,finneon
1028,457,Lumineon,Water,,"['Storm Drain', 'Swift Swim', 'Water Veil']",69,69,76,69,86,91,460,76.66666667,600000,1,75,0,1.2,24,16.7,7.25,1.8125,lumineon
127,458,Mantyke,Water,Flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",45,20,50,60,120,50,345,57.5,1250000,0,25,0,1,65,65,3.5,0.875,mantyke
128,459,Snover,Grass,Ice,"['Snow Warning', 'Soundproof']",60,62,50,62,60,40,334,55.66666667,1250000,0,120,0,1,50.5,50.5,5.6,1.4,snover
129,460,Abomasnow,Grass,Ice,"['Snow Warning', 'Soundproof']",90,92,75,92,85,60,494,82.33333333,1250000,1,60,0,2.2,135.5,28,8.35,2.0875,abomasnow
130,460,Mega Abomasnow,Grass,Ice,['Snow Warning'],90,132,105,132,105,30,594,99,1250000,1,60,0,2.7,185,25.4,11.85,2.9625,mega abomasnow
406,461,Weavile,Dark,Ice,"['Pickpocket', 'Pressure']",70,120,65,45,85,125,510,85,1059860,1,45,0,1.1,34,28.1,9.25,2.3125,weavile
720,462,Magnezone,Electric,Steel,"['Analytic', 'Magnet Pull', 'Sturdy']",70,70,115,130,90,60,535,89.16666667,1000000,1,30,0,1.2,180,125,9.25,2.3125,magnezone
721,463,Lickilicky,Normal,,"['Cloud Nine', 'Oblivious', 'Own Tempo']",110,85,95,80,95,50,515,85.83333333,1000000,1,30,0,1.7,140,48.4,9,2.25,lickilicky
131,464,Rhyperior,Ground,Rock,"['Lightning Rod', 'Reckless', 'Solid Rock']",115,140,130,55,55,40,535,89.16666667,1250000,1,30,0,2.4,282.8,49.1,13.5,3.375,rhyperior
722,465,Tangrowth,Grass,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",100,100,125,110,50,50,535,89.16666667,1000000,1,30,0,2,128.6,32.2,11.25,2.8125,tangrowth
723,466,Electivire,Electric,,"['Motor Drive', 'Vital Spirit']",75,123,67,95,85,95,540,90,1000000,1,30,0,1.8,138.6,42.8,9.5,2.375,electivire
724,467,Magmortar,Fire,,"['Flame Body', 'Vital Spirit']",75,95,67,125,95,83,540,90,1000000,1,30,0,1.6,68,26.6,8.1,2.025,magmortar
986,468,Togekiss,Fairy,Flying,"['Hustle', 'Serene Grace', 'Super Luck']",85,50,95,120,115,80,545,90.83333333,800000,1,30,0,1.5,38,16.9,7.25,1.8125,togekiss
725,469,Yanmega,Bug,Flying,"['Frisk', 'Speed Boost', 'Tinted Lens']",86,76,86,116,56,95,515,85.83333333,1000000,1,30,0,1.9,51.5,14.3,8.1,2.025,yanmega
726,470,Leafeon,Grass,,"['Chlorophyll', 'Leaf Guard']",65,110,130,60,65,95,525,87.5,1000000,1,45,0,1,25.5,25.5,12,3,leafeon
727,471,Glaceon,Ice,,"['Ice Body', 'Snow Cloak']",65,60,110,130,95,65,525,87.5,1000000,1,45,0,0.8,25.9,40.5,8.5,2.125,glaceon
407,472,Gliscor,Ground,Flying,"['Hyper Cutter', 'Poison Heal', 'Sand Veil']",75,95,125,45,75,95,510,85,1059860,1,30,0,2,42.5,10.6,11,2.75,gliscor
132,473,Mamoswine,Ice,Ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",110,130,80,70,60,80,530,88.33333333,1250000,1,50,0,2.5,291,46.6,10.5,2.625,mamoswine
728,474,Porygon-Z,Normal,,"['Adaptability', 'Analytic', 'Download']",85,80,70,135,75,90,535,89.16666667,1000000,1,30,0,0.9,34,42,7.5,1.875,porygon-z
134,475,Gallade,Psychic,Fighting,"['Justified', 'Steadfast']",68,125,65,65,115,80,518,86.33333333,1250000,1,45,0,1.6,52,20.3,9.5,2.375,gallade
133,475,Mega Gallade,Psychic,Fighting,['Inner Focus'],68,165,95,65,115,110,618,103,1250000,1,45,0,1.6,56.4,22,13,3.25,mega gallade
729,476,Probopass,Rock,Steel,"['Magnet Pull', 'Sand Force', 'Sturdy']",60,55,145,75,150,40,525,87.5,1000000,1,60,0,1.4,340,173.5,10,2.5,probopass
987,477,Dusknoir,Ghost,,"['Frisk', 'Pressure']",45,100,135,65,135,45,525,87.5,800000,1,45,0,2.2,106.6,22,11.75,2.9375,dusknoir
730,478,Froslass,Ice,Ghost,"['Cursed Body', 'Snow Cloak']",70,80,70,80,70,110,480,80,1000000,1,75,0,1.3,26.6,15.7,7.5,1.875,froslass
732,479,Rotom,Electric,Ghost,['Levitate'],50,50,77,95,77,91,440,73.33333333,1000000,1,45,0,0.3,0.3,3.3,6.35,1.5875,rotom
735,479,Rotom-Wash,Electric,Water,['Levitate'],50,65,107,105,107,86,520,86.66666667,1000000,1,45,0,0.3,0.3,3.3,8.6,2.15,rotom-wash
731,479,Rotom-Heat,Electric,Fire,['Levitate'],50,65,107,105,107,86,520,86.66666667,1000000,1,45,0,0.3,0.3,3.3,8.6,2.15,rotom-heat
733,479,Rotom-Mow,Electric,Grass,['Levitate'],50,65,107,105,107,86,520,86.66666667,1000000,1,45,0,0.3,0.3,3.3,8.6,2.15,rotom-mow
734,479,Rotom-Frost,Electric,Ice,['Levitate'],50,65,107,105,107,86,520,86.66666667,1000000,1,45,0,0.3,0.3,3.3,8.6,2.15,rotom-frost
736,479,Rotom-Fan,Electric,Flying,['Levitate'],50,65,107,105,107,86,520,86.66666667,1000000,1,45,0,0.3,0.3,3.3,8.6,2.15,rotom-fan
135,480,Uxie,Psychic,,['Levitate'],75,75,130,75,130,95,580,96.66666667,1250000,1,3,1,0.3,0.3,3.3,10.25,2.5625,uxie
136,481,Mesprit,Psychic,,['Levitate'],80,105,105,105,105,80,580,96.66666667,1250000,1,3,1,0.3,0.3,3.3,10.5,2.625,mesprit
137,482,Azelf,Psychic,,['Levitate'],75,125,70,125,70,115,580,96.66666667,1250000,1,3,1,0.3,0.3,3.3,9.75,2.4375,azelf
138,483,Dialga,Steel,Dragon,"['Pressure', 'Telepathy']",100,120,120,150,100,90,680,113.3333333,1250000,1,3,1,5.4,683,23.4,12,3,dialga
139,484,Palkia,Water,Dragon,"['Pressure', 'Telepathy']",90,120,100,150,120,100,680,113.3333333,1250000,1,3,1,4.2,336,19,11,2.75,palkia
140,485,Heatran,Fire,Steel,"['Flame Body', 'Flash Fire']",91,90,106,130,106,77,600,100,1250000,1,3,1,1.7,430,148.8,9.8,2.45,heatran
141,486,Regigigas,Normal,,['Slow Start'],110,160,110,80,110,100,670,111.6666667,1250000,1,3,1,3.7,420,30.7,13.5,3.375,regigigas
143,487,Giratina,Ghost,Dragon,"['Pressure', 'Telepathy']",150,100,120,100,120,90,680,113.3333333,1250000,1,3,1,4.5,750,37,11,2.75,giratina
142,487,Giratina-Origin,Dragon,Ghost,['Pressure'],150,120,100,120,100,90,680,113.3333333,1250000,1,3,1,6.9,650,13.7,11,2.75,giratina-origin
144,488,Cresselia,Psychic,,['Levitate'],120,70,120,75,130,85,600,100,1250000,1,3,1,1.5,85.6,38,9.5,2.375,cresselia
145,489,Phione,Water,,['Hydration'],80,80,80,80,80,80,480,80,1250000,1,30,1,0.4,3.1,19.4,8,2,phione
146,490,Manaphy,Water,,['Hydration'],100,100,100,100,100,100,600,100,1250000,1,3,1,0.3,1.4,15.6,10,2.5,manaphy
147,491,Darkrai,Dark,,['Bad Dreams'],70,90,90,135,90,125,600,100,1250000,1,3,1,1.5,50.5,22.4,9,2.25,darkrai
409,492,Shaymin,Grass,,['Natural Cure'],100,100,100,100,100,100,600,100,1059860,1,45,1,0.2,2.1,52.5,10,2.5,shaymin
408,492,Shaymin-Sky,Grass,Flying,['Serene Grace'],100,103,75,120,75,127,600,100,1059860,1,45,1,0.4,5.2,32.5,8.9,2.225,shaymin-sky
148,493,Arceus,Normal,,['Multitype'],120,120,120,120,120,120,720,120,1250000,1,3,1,3.2,320,31.3,12,3,arceus
149,494,Victini,Psychic,Fire,['Victory Star'],100,100,100,100,100,100,600,100,1250000,1,3,1,0.4,4,25,10,2.5,victini
410,495,Snivy,Grass,,"['Contrary', 'Overgrow']",45,45,55,45,55,63,308,51.33333333,1059860,0,45,0,0.6,8.1,22.5,5,1.25,snivy
411,496,Servine,Grass,,"['Contrary', 'Overgrow']",60,60,75,60,75,83,413,68.83333333,1059860,0,45,0,0.8,16,25,6.75,1.6875,servine
412,497,Serperior,Grass,,"['Contrary', 'Overgrow']",75,75,95,75,95,113,528,88,1059860,1,45,0,3.3,63,5.8,8.5,2.125,serperior
413,498,Tepig,Fire,,"['Blaze', 'Thick Fat']",65,63,45,45,45,45,308,51.33333333,1059860,0,45,0,0.5,9.9,39.6,5.4,1.35,tepig
414,499,Pignite,Fire,Fighting,"['Blaze', 'Thick Fat']",90,93,55,70,55,55,418,69.66666667,1059860,0,45,0,1,55.5,55.5,7.4,1.85,pignite
415,500,Emboar,Fire,Fighting,"['Blaze', 'Reckless']",110,123,65,100,65,65,528,88,1059860,1,45,0,1.6,150,58.6,9.4,2.35,emboar
416,501,Oshawott,Water,,"['Shell Armor', 'Torrent']",55,55,45,63,45,45,308,51.33333333,1059860,0,45,0,0.5,5.9,23.6,5,1.25,oshawott
417,502,Dewott,Water,,"['Shell Armor', 'Torrent']",75,75,60,83,60,60,413,68.83333333,1059860,0,45,0,0.8,24.5,38.3,6.75,1.6875,dewott
418,503,Samurott,Water,,"['Shell Armor', 'Torrent']",95,100,85,108,70,70,528,88,1059860,1,45,0,1.5,94.6,42,9.25,2.3125,samurott
737,504,Patrat,Normal,,"['Analytic', 'Keen Eye', 'Run Away']",45,55,39,35,39,42,255,42.5,1000000,0,255,0,0.5,11.6,46.4,4.7,1.175,patrat
738,505,Watchog,Normal,,"['Analytic', 'Illuminate', 'Keen Eye']",60,85,69,60,69,77,420,70,1000000,1,255,0,1.1,27,22.3,7.7,1.925,watchog
419,506,Lillipup,Normal,,"['Pickup', 'Run Away', 'Vital Spirit']",45,60,45,25,45,55,275,45.83333333,1059860,0,255,0,0.4,4.1,25.6,5.25,1.3125,lillipup
420,507,Herdier,Normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",65,80,65,35,65,60,370,61.66666667,1059860,0,120,0,0.9,14.7,18.1,7.25,1.8125,herdier
421,508,Stoutland,Normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",85,110,90,45,90,80,500,83.33333333,1059860,1,45,0,1.2,61,42.4,10,2.5,stoutland
739,509,Purrloin,Dark,,"['Limber', 'Prankster', 'Unburden']",41,50,37,50,37,66,281,46.83333333,1000000,0,255,0,0.4,10.1,63.1,4.35,1.0875,purrloin
740,510,Liepard,Dark,,"['Limber', 'Prankster', 'Unburden']",64,88,50,88,50,106,446,74.33333333,1000000,1,90,0,1.1,37.5,31,6.9,1.725,liepard
741,511,Pansage,Grass,,"['Gluttony', 'Overgrow']",50,53,48,53,48,64,316,52.66666667,1000000,0,190,0,0.6,10.5,29.2,5.05,1.2625,pansage
742,512,Simisage,Grass,,"['Gluttony', 'Overgrow']",75,98,63,98,63,101,498,83,1000000,1,75,0,1.1,30.5,25.2,8.05,2.0125,simisage
743,513,Pansear,Fire,,"['Blaze', 'Gluttony']",50,53,48,53,48,64,316,52.66666667,1000000,0,190,0,0.6,11,30.6,5.05,1.2625,pansear
744,514,Simisear,Fire,,"['Blaze', 'Gluttony']",75,98,63,98,63,101,498,83,1000000,1,75,0,1,28,28,8.05,2.0125,simisear
745,515,Panpour,Water,,"['Gluttony', 'Torrent']",50,53,48,53,48,64,316,52.66666667,1000000,0,190,0,0.6,13.5,37.5,5.05,1.2625,panpour
746,516,Simipour,Water,,"['Gluttony', 'Torrent']",75,98,63,98,63,101,498,83,1000000,1,75,0,1,29,29,8.05,2.0125,simipour
988,517,Munna,Psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",76,25,45,67,55,24,292,48.66666667,800000,0,190,0,0.6,23.3,64.7,3.5,0.875,munna
989,518,Musharna,Psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",116,55,85,107,95,29,487,81.16666667,800000,1,75,0,1.1,60.5,50,7,1.75,musharna
422,519,Pidove,Normal,Flying,"['Big Pecks', 'Rivalry', 'Super Luck']",50,55,50,36,30,43,264,44,1059860,0,255,0,0.3,2.1,23.3,5.25,1.3125,pidove
423,520,Tranquill,Normal,Flying,"['Big Pecks', 'Rivalry', 'Super Luck']",62,77,62,50,42,65,358,59.66666667,1059860,0,120,0,0.6,15,41.7,6.95,1.7375,tranquill
424,521,Unfezant,Normal,Flying,"['Big Pecks', 'Rivalry', 'Super Luck']",80,115,80,65,55,93,488,81.33333333,1059860,1,45,0,1.2,29,20.1,9.75,2.4375,unfezant
747,522,Blitzle,Electric,,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",45,60,32,50,32,76,295,49.16666667,1000000,0,190,0,0.8,29.8,46.6,4.6,1.15,blitzle
748,523,Zebstrika,Electric,,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",75,100,63,80,63,116,497,82.83333333,1000000,1,75,0,1.6,79.5,31.1,8.15,2.0375,zebstrika
425,524,Roggenrola,Rock,,"['Sand Force', 'Sturdy', 'Weak Armor']",55,75,85,25,25,15,280,46.66666667,1059860,0,255,0,0.4,18,112.5,8,2,roggenrola
426,525,Boldore,Rock,,"['Sand Force', 'Sturdy', 'Weak Armor']",70,105,105,50,40,20,390,65,1059860,0,120,0,0.9,102,125.9,10.5,2.625,boldore
427,526,Gigalith,Rock,,"['Sand Force', 'Sand Stream', 'Sturdy']",85,135,130,60,80,25,515,85.83333333,1059860,1,45,0,1.7,260,90,13.25,3.3125,gigalith
749,527,Woobat,Psychic,Flying,"['Klutz', 'Simple', 'Unaware']",65,45,43,55,43,72,323,53.83333333,1000000,0,190,0,0.4,2.1,13.1,4.4,1.1,woobat
750,528,Swoobat,Psychic,Flying,"['Klutz', 'Simple', 'Unaware']",67,57,55,77,55,114,425,70.83333333,1000000,1,45,0,0.9,10.5,13,5.6,1.4,swoobat
751,529,Drilbur,Ground,,"['Mold Breaker', 'Sand Force', 'Sand Rush']",60,85,40,30,45,68,328,54.66666667,1000000,0,120,0,0.3,8.5,94.4,6.25,1.5625,drilbur
752,530,Excadrill,Ground,Steel,"['Mold Breaker', 'Sand Force', 'Sand Rush']",110,135,60,50,65,88,508,84.66666667,1000000,1,60,0,0.7,40.4,82.4,9.75,2.4375,excadrill
991,531,Audino,Normal,,"['Healer', 'Klutz', 'Regenerator']",103,60,86,60,86,50,445,74.16666667,800000,1,255,0,1.1,31,25.6,7.3,1.825,audino
990,531,Mega Audino,Normal,Fairy,['Healer'],103,60,126,80,126,50,545,90.83333333,800000,1,255,0,1.5,32,14.2,9.3,2.325,mega audino
428,532,Timburr,Fighting,,"['Guts', 'Iron Fist', 'Sheer Force']",75,80,55,25,35,35,305,50.83333333,1059860,0,180,0,0.6,12.5,34.7,6.75,1.6875,timburr
