pid,Number,Name,Type1,Type2,HP,Spa,Spd,Spe,Att,Def,Experience,FinalEvolution,CatchRate,Legendary,outterR,innerR,leftX1,leftX2,rightX2,rightX1,innerX,Height,Weight,BMI
538,38,Alolan Ninetales,Ice,Fairy,83,86,65,85,67,75,1000000,1,75,0,7.1,1.775,67.9,72.825,82.1,76.375,74.6,1.3,44.4,26.3
539,41,Zubat,Poison,Flying,74,90,72,46,45,35,1000000,0,255,0,4,1,251,254.5,259,256.5,255.5,1.4,27,13.8
540,42,Golbat,Poison,Flying,49,49,61,66,80,70,1000000,0,90,0,7.5,1.875,82.5,88.625,97.5,92.375,90.5,0.4,7,43.8
541,46,Paras,Bug,Grass,69,69,86,91,70,55,1000000,0,190,0,6.25,1.5625,183.75,189.1875,196.25,192.3125,190.75,1.2,24,16.7
542,47,Parasect,Bug,Grass,45,60,120,50,95,80,1000000,1,75,0,8.75,2.1875,66.25,73.5625,83.75,77.9375,75.75,1,65,65
543,48,Venonat,Bug,Poison,60,62,60,40,55,50,1000000,0,190,0,5.25,1.3125,184.75,188.9375,195.25,191.5625,190.25,1,50.5,50.5
544,49,Venomoth,Bug,Poison,90,92,85,60,65,60,1000000,1,75,0,6.25,1.5625,68.75,73.6875,81.25,76.8125,75.25,2.2,135.5,28
545,50,Diglett,Ground,,90,132,105,30,55,25,1000000,0,255,0,4,1,251,255.5,259,257.5,256.5,2.7,185,25.4
546,50,Alolan Diglett,Ground,Steel,70,45,85,125,55,30,1000000,0,255,0,4.25,1.0625,250.75,255.1875,259.25,257.3125,256.25,1.1,34,28.1
547,51,Dugtrio,Ground,,70,130,90,60,100,50,1000000,1,50,0,7.5,1.875,42.5,50.625,57.5,54.375,52.5,1.2,180,125
548,51,Alolan Dugtrio,Ground,Steel,110,80,95,50,100,60,1000000,1,50,0,8,2,42,50,58,54,52,1.7,140,48.4
549,52,Meowth,Normal,,115,55,55,40,45,35,1000000,0,255,0,4,1,251,254.5,259,256.5,255.5,2.4,282.8,49.1
550,52,Alolan Meowth,Dark,,100,110,50,50,35,35,1000000,0,255,0,3.5,0.875,251.5,254.125,258.5,255.875,255,2,128.6,32.2
551,52,Galarian Meowth,Steel,,75,95,85,95,65,55,1000000,0,255,0,6,1.5,249,254,261,257,255.5,1.8,138.6,42.8
552,53,Persian,Normal,,75,125,95,83,70,60,1000000,1,90,0,6.5,1.625,83.5,88.875,96.5,92.125,90.5,1.6,68,26.6
553,53,Alolan Persian,Dark,,85,120,115,80,60,60,1000000,1,90,0,6,1.5,84,88.5,96,91.5,90,1.5,38,16.9
554,54,Psyduck,Water,,86,116,56,95,52,48,1000000,0,190,0,5,1.25,185,188.95,195,191.45,190.2,1.9,51.5,14.3
555,55,Golduck,Water,,65,60,65,95,82,78,1000000,1,75,0,8,2,67,73.2,83,77.2,75.2,1,25.5,25.5
556,56,Mankey,Fighting,,65,130,95,65,80,35,1000000,0,190,0,5.75,1.4375,184.25,190.8125,195.75,193.6875,192.25,0.8,25.9,40.5
557,57,Primeape,Fighting,,75,45,75,95,105,60,1000000,1,75,0,8.25,2.0625,66.75,75.1875,83.25,79.3125,77.25,2,42.5,10.6
558,77,Ponyta,Fire,,110,70,60,80,85,55,1000000,0,190,0,7,1.75,183,189.75,197,193.25,191.5,2.5,291,46.6
559,77,Galarian Ponyta,Psychic,,85,135,75,90,85,55,1000000,0,190,0,7,1.75,183,189.75,197,193.25,191.5,0.9,34,42
560,78,Rapidash,Fire,,68,65,115,80,100,70,1000000,1,60,0,8.5,2.125,51.5,59.375,68.5,63.625,61.5,1.6,52,20.3
561,78,Galarian Rapidash,Psychic,Fairy,68,65,115,110,100,70,1000000,1,60,0,8.5,2.125,51.5,59.375,68.5,63.625,61.5,1.6,56.4,22
562,79,Slowpoke,Water,Psychic,60,75,150,40,65,65,1000000,0,190,0,6.5,1.625,183.5,188.375,196.5,191.625,190,1.4,340,173.5
563,79,Galarian Slowpoke,Psychic,,45,65,135,45,65,65,1000000,0,190,0,6.5,1.625,183.5,188.375,196.5,191.625,190,2.2,106.6,22
564,80,Slowbro,Water,Psychic,70,80,70,110,75,110,1000000,1,75,0,9.25,2.3125,65.75,70.9375,84.25,75.5625,73.25,1.3,26.6,15.7
565,80,Mega Slowbro,Water,Psychic,50,95,77,91,75,180,1000000,1,75,0,12.75,3.1875,62.25,66.5625,87.75,72.9375,69.75,0.3,0.3,3.3
566,80,Galarian Slowbro,Poison,Psychic,50,105,107,86,100,95,1000000,1,75,0,9.75,2.4375,65.25,72.8125,84.75,77.6875,75.25,0.3,0.3,3.3
567,81,Magnemite,Electric,Steel,50,105,107,86,35,70,1000000,0,190,0,5.25,1.3125,184.75,186.9375,195.25,189.5625,188.25,0.3,0.3,3.3
568,82,Magneton,Electric,Steel,50,105,107,86,60,95,1000000,0,60,0,7.75,1.9375,52.25,56.3125,67.75,60.1875,58.25,0.3,0.3,3.3
569,83,Farfetch'd,Normal,Flying,50,105,107,86,90,55,1000000,1,45,0,7.25,1.8125,37.75,44.9375,52.25,48.5625,46.75,0.3,0.3,3.3
570,83,Galarian Farfetch'd,Fighting,,50,105,107,86,95,55,1000000,0,45,0,7.5,1.875,37.5,45.125,52.5,48.875,47,0.3,0.3,3.3
571,84,Doduo,Normal,Flying,75,75,130,95,85,45,1000000,0,190,0,6.5,1.625,183.5,190.375,196.5,193.625,192,0.3,0.3,3.3
572,85,Dodrio,Normal,Flying,80,105,105,80,110,70,1000000,1,45,0,9,2.25,36,44.75,54,49.25,47,0.3,0.3,3.3
573,86,Seel,Water,,75,125,70,115,45,55,1000000,0,190,0,5,1.25,185,188.25,195,190.75,189.5,0.3,0.3,3.3
574,87,Dewgong,Water,Ice,100,150,100,90,70,80,1000000,1,75,0,7.5,1.875,67.5,72.625,82.5,76.375,74.5,5.4,683,23.4
575,88,Grimer,Poison,,90,150,120,100,80,50,1000000,0,190,0,6.5,1.625,183.5,189.875,196.5,193.125,191.5,4.2,336,19
576,88,Alolan Grimer,Poison,Dark,91,130,106,77,80,50,1000000,0,190,0,6.5,1.625,183.5,189.875,196.5,193.125,191.5,1.7,430,148.8
577,89,Muk,Poison,,110,80,110,100,105,75,1000000,1,75,0,9,2.25,66,74.25,84,78.75,76.5,3.7,420,30.7
578,89,Alolan Muk,Poison,Dark,150,100,120,90,105,75,1000000,1,75,0,9,2.25,66,74.25,84,78.75,76.5,4.5,750,37
579,95,Onix,Rock,Ground,150,120,100,90,45,160,1000000,0,45,0,10.25,2.5625,34.75,36.6875,55.25,41.8125,39.25,6.9,650,13.7
580,96,Drowzee,Psychic,,120,75,130,85,48,45,1000000,0,190,0,4.65,1.1625,185.35,188.9875,194.65,191.3125,190.15,1.5,85.6,38
581,97,Hypno,Psychic,,80,80,80,80,73,70,1000000,1,75,0,7.15,1.7875,67.85,73.3625,82.15,76.9375,75.15,0.4,3.1,19.4
582,98,Krabby,Water,,100,100,100,100,105,90,1000000,0,225,0,9.75,2.4375,215.25,223.3125,234.75,228.1875,225.75,0.3,1.4,15.6
583,99,Kingler,Water,,70,135,90,125,130,115,1000000,1,60,0,12.25,3.0625,47.75,57.6875,72.25,63.8125,60.75,1.5,50.5,22.4
584,100,Voltorb,Electric,,100,100,100,100,30,50,1000000,0,190,0,4,1,186,188,194,190,189,0.2,2.1,52.5
585,101,Electrode,Electric,,100,120,75,127,50,70,1000000,1,60,0,6,1.5,54,57.5,66,60.5,59,0.4,5.2,32.5
586,104,Cubone,Ground,,120,120,120,120,50,95,1000000,0,190,0,7.25,1.8125,182.75,185.9375,197.25,189.5625,187.75,3.2,320,31.3
587,105,Marowak,Ground,,100,100,100,100,80,110,1000000,1,75,0,9.5,2.375,65.5,71.125,84.5,75.875,73.5,0.4,4,25
588,105,Alolan Marowak,Fire,Ghost,45,45,55,63,80,110,1000000,1,75,0,9.5,2.375,65.5,71.125,84.5,75.875,73.5,0.6,8.1,22.5
589,106,Hitmonlee,Fighting,,60,60,75,83,120,53,1000000,1,45,0,8.65,2.1625,36.35,46.1875,53.65,50.5125,48.35,0.8,16,25
590,107,Hitmonchan,Fighting,,75,75,95,113,105,79,1000000,1,45,0,9.2,2.3,35.8,44,54.2,48.6,46.3,3.3,63,5.8
591,108,Lickitung,Normal,,65,45,45,45,55,75,1000000,0,45,0,6.5,1.625,38.5,42.375,51.5,45.625,44,0.5,9.9,39.6
592,109,Koffing,Poison,,90,70,55,55,65,95,1000000,0,190,0,8,2,182,186.5,198,190.5,188.5,1,55.5,55.5
593,110,Weezing,Poison,,110,100,65,65,90,120,1000000,1,60,0,10.5,2.625,49.5,55.875,70.5,61.125,58.5,1.6,150,58.6
594,110,Galarian Weezing,Poison,Fairy,55,63,45,45,90,120,1000000,1,60,0,10.5,2.625,49.5,55.875,70.5,61.125,58.5,0.5,5.9,23.6
595,114,Tangela,Grass,,75,83,60,60,55,115,1000000,0,45,0,8.5,2.125,36.5,39.875,53.5,44.125,42,0.8,24.5,38.3
596,115,Kangaskhan,Normal,,95,108,70,70,95,80,1000000,1,45,0,8.75,2.1875,36.25,43.5625,53.75,47.9375,45.75,1.5,94.6,42
597,115,Mega Kangaskhan,Normal,,45,35,39,42,125,100,1000000,1,45,0,11.25,2.8125,33.75,43.4375,56.25,49.0625,46.25,0.5,11.6,46.4
598,116,Horsea,Water,,60,60,69,77,40,70,1000000,0,225,0,5.5,1.375,219.5,222.125,230.5,224.875,223.5,1.1,27,22.3
599,117,Seadra,Water,,45,25,45,55,65,95,1000000,0,75,0,8,2,67,71.5,83,75.5,73.5,0.4,4.1,25.6
600,118,Goldeen,Water,,65,35,65,60,67,60,1000000,0,225,0,6.35,1.5875,218.65,223.7625,231.35,226.9375,225.35,0.9,14.7,18.1
601,119,Seaking,Water,,85,45,90,80,92,65,1000000,1,60,0,7.85,1.9625,52.15,59.3875,67.85,63.3125,61.35,1.2,61,42.4
602,122,Mr. Mime,Psychic,Fairy,41,50,37,66,45,65,1000000,1,45,0,5.5,1.375,39.5,42.625,50.5,45.375,44,0.4,10.1,63.1
603,122,Galarian Mr. Mime,Ice,Psychic,64,88,50,106,65,65,1000000,0,45,0,6.5,1.625,38.5,43.375,51.5,46.625,45,1.1,37.5,31
604,123,Scyther,Bug,Flying,50,53,48,64,110,80,1000000,0,45,0,9.5,2.375,35.5,44.125,54.5,48.875,46.5,0.6,10.5,29.2
605,124,Jynx,Ice,Psychic,75,98,63,101,50,35,1000000,1,45,0,4.25,1.0625,40.75,44.6875,49.25,46.8125,45.75,1.1,30.5,25.2
606,125,Electabuzz,Electric,,50,53,48,64,83,57,1000000,0,45,0,7,1.75,38,44.55,52,48.05,46.3,0.6,11,30.6
607,126,Magmar,Fire,,75,98,63,101,95,57,1000000,0,45,0,7.6,1.9,37.4,45,52.6,48.8,46.9,1,28,28
608,132,Ditto,Normal,,50,53,48,64,48,48,1000000,1,35,0,4.8,1.2,30.2,33.8,39.8,36.2,35,0.6,13.5,37.5
609,133,Eevee,Normal,,75,98,63,101,55,50,1000000,0,45,0,5.25,1.3125,39.75,43.9375,50.25,46.5625,45.25,1,29,29
610,134,Vaporeon,Water,,76,67,55,24,65,60,1000000,1,45,0,6.25,1.5625,38.75,43.6875,51.25,46.8125,45.25,0.6,23.3,64.7
611,135,Jolteon,Electric,,116,107,95,29,65,60,1000000,1,45,0,6.25,1.5625,38.75,43.6875,51.25,46.8125,45.25,1.1,60.5,50
612,136,Flareon,Fire,,50,36,30,43,130,60,1000000,1,45,0,9.5,2.375,35.5,46.125,54.5,50.875,48.5,0.3,2.1,23.3
613,137,Porygon,Normal,,62,50,42,65,60,70,1000000,0,45,0,6.5,1.625,38.5,42.875,51.5,46.125,44.5,0.6,15,41.7
614,138,Omanyte,Rock,Water,80,65,55,93,40,100,1000000,0,45,0,7,1.75,38,40.25,52,43.75,42,1.2,29,20.1
615,139,Omastar,Rock,Water,45,50,32,76,60,125,1000000,1,45,0,9.25,2.3125,35.75,39.4375,54.25,44.0625,41.75,0.8,29.8,46.6
616,140,Kabuto,Rock,Water,75,80,63,116,80,90,1000000,0,45,0,8.5,2.125,36.5,42.375,53.5,46.625,44.5,1.6,79.5,31.1
617,141,Kabutops,Rock,Water,55,25,25,15,115,105,1000000,1,45,0,11,2.75,34,42.75,56,48.25,45.5,0.4,18,112.5
618,161,Sentret,Normal,,70,50,40,20,46,34,1000000,0,255,0,4,1,251,254.6,259,256.6,255.6,0.9,102,125.9
619,162,Furret,Normal,,85,60,80,25,76,64,1000000,1,90,0,7,1.75,83,88.85,97,92.35,90.6,1.7,260,90
620,163,Hoothoot,Normal,Flying,65,55,43,72,30,30,1000000,0,255,0,3,0.75,252,254.25,258,255.75,255,0.4,2.1,13.1
621,164,Noctowl,Normal,Flying,67,77,55,114,50,50,1000000,1,90,0,5,1.25,85,88.75,95,91.25,90,0.9,10.5,13
622,169,Crobat,Poison,Flying,60,30,45,68,90,80,1000000,1,90,0,8.5,2.125,81.5,88.375,98.5,92.625,90.5,0.3,8.5,94.4
623,172,Pichu,Electric,,110,50,65,88,40,15,1000000,0,190,0,2.75,0.6875,187.25,190.5625,192.75,191.9375,191.25,0.7,40.4,82.4
624,177,Natu,Psychic,Flying,103,60,86,50,50,45,1000000,0,190,0,4.75,1.1875,185.25,189.0625,194.75,191.4375,190.25,1.1,31,25.6
625,178,Xatu,Psychic,Flying,103,80,126,50,75,70,1000000,1,75,0,7.25,1.8125,67.75,73.4375,82.25,77.0625,75.25,1.5,32,14.2
626,185,Sudowoodo,Rock,,75,25,35,35,100,115,1000000,1,65,0,10.75,2.6875,54.25,61.5625,75.75,66.9375,64.25,0.6,12.5,34.7
627,193,Yanma,Bug,Flying,85,40,50,40,65,45,1000000,0,75,0,5.5,1.375,69.5,74.625,80.5,77.375,76,1.2,40,27.8
628,194,Wooper,Water,Ground,105,55,65,45,45,45,1000000,0,255,0,4.5,1.125,250.5,253.875,259.5,256.125,255,1.4,87,44.4
629,195,Quagsire,Water,Ground,50,50,40,64,85,85,1000000,1,90,0,8.5,2.125,81.5,87.875,98.5,92.125,90,0.5,4.5,18
630,196,Espeon,Psychic,,75,65,55,69,65,60,1000000,1,45,0,6.25,1.5625,38.75,43.6875,51.25,46.8125,45.25,0.8,17,26.6
631,197,Umbreon,Dark,,105,85,75,74,65,110,1000000,1,45,0,8.75,2.1875,36.25,40.5625,53.75,44.9375,42.75,1.5,62,27.6
632,199,Slowking,Water,Psychic,120,30,85,45,75,80,1000000,1,70,0,7.75,1.9375,62.25,67.8125,77.75,71.6875,69.75,1.3,55.5,32.8
633,199,Galarian Slowking,Poison,Psychic,75,30,75,85,65,80,1000000,1,70,0,7.25,1.8125,62.75,67.4375,77.25,71.0625,69.25,1.4,51,26
634,201,Unown,Psychic,,45,40,60,42,72,48,1000000,1,225,0,6,1.5,219,224.7,231,227.7,226.2,0.3,2.5,27.8
635,202,Wobbuffet,Psychic,,55,50,80,42,33,58,1000000,1,45,0,4.55,1.1375,40.45,42.6125,49.55,44.8875,43.75,0.5,7.3,29.2
636,203,Girafarig,Normal,Psychic,75,70,80,92,80,65,1000000,1,60,0,7.25,1.8125,52.75,58.9375,67.25,62.5625,60.75,1.2,20.5,14.2
637,204,Pineco,Bug,,30,30,39,57,65,90,1000000,0,190,0,7.75,1.9375,182.25,186.8125,197.75,190.6875,188.75,0.4,5.3,33.1
638,205,Forretress,Bug,Steel,40,40,79,47,90,140,1000000,1,75,0,11.5,2.875,63.5,69.625,86.5,75.375,72.5,1.2,58.5,40.6
639,206,Dunsparce,Normal,,60,55,69,112,70,70,1000000,1,190,0,7,1.75,183,188.25,197,191.75,190,2.5,200.5,32.1
640,208,Steelix,Steel,Ground,40,37,50,66,85,200,1000000,1,25,0,14.25,3.5625,10.75,15.6875,39.25,22.8125,19.25,0.3,0.6,6.7
641,208,Mega Steelix,Steel,Ground,60,77,75,116,125,230,1000000,1,25,0,17.75,4.4375,7.25,15.3125,42.75,24.1875,19.75,0.7,6.6,13.5
642,211,Qwilfish,Water,Poison,45,70,50,30,95,85,1000000,1,45,0,9,2.25,36,43.25,54,47.75,45.5,0.5,6.6,26.4
643,212,Scizor,Bug,Steel,70,110,75,90,130,100,1000000,1,25,0,11.5,2.875,13.5,23.625,36.5,29.375,26.5,1.1,16.3,13.5
644,212,Mega Scizor,Bug,Steel,70,80,55,98,150,140,1000000,1,25,0,14.5,3.625,10.5,21.875,39.5,29.125,25.5,1,18,18
645,216,Teddiursa,Normal,,50,35,35,65,80,50,1000000,0,120,0,6.5,1.625,113.5,119.875,126.5,123.125,121.5,0.7,15.2,31
646,217,Ursaring,Normal,,60,45,45,74,130,75,1000000,1,60,0,10.25,2.5625,49.75,60.1875,70.25,65.3125,62.75,1,33.4,33.4
647,218,Slugma,Fire,,95,65,70,92,40,40,1000000,0,190,0,4,1,186,189,194,191,190,1.5,96.3,42.8
648,219,Magcargo,Fire,Rock,70,15,45,50,50,120,1000000,1,75,0,8.5,2.125,66.5,69.375,83.5,73.625,71.5,0.6,37.5,104.2
649,223,Remoraid,Water,,70,15,45,50,65,35,1000000,0,190,0,5,1.25,185,190.25,195,192.75,191.5,0.7,40,81.6
650,224,Octillery,Water,,105,30,55,95,105,75,1000000,1,75,0,9,2.25,66,74.25,84,78.75,76.5,1.3,92.9,55
651,230,Kingdra,Water,Dragon,105,140,105,55,95,95,1000000,1,45,0,9.5,2.375,35.5,42.625,54.5,47.375,45,1.3,92.9,55
652,231,Phanpy,Ground,,105,30,55,95,60,60,1000000,0,120,0,6,1.5,114,118.5,126,121.5,120,1.7,120,41.5
653,232,Donphan,Ground,,105,30,55,135,120,120,1000000,1,60,0,12,3,48,57,72,63,60,1.7,120,41.5
654,233,Porygon2,Normal,,75,106,67,60,80,90,1000000,0,45,0,8.5,2.125,36.5,42.375,53.5,46.625,44.5,1,28,28
655,236,Tyrogue,Fighting,,50,35,35,55,35,35,1000000,0,75,0,3.5,0.875,71.5,74.125,78.5,75.875,75,0.3,14.5,161.1
656,237,Hitmontop,Fighting,,70,65,75,45,95,95,1000000,1,45,0,9.5,2.375,35.5,42.625,54.5,47.375,45,1.4,200,102
657,238,Smoochum,Ice,Psychic,50,35,70,48,30,15,1000000,0,45,0,2.25,0.5625,42.75,45.1875,47.25,46.3125,45.75,0.6,11.8,32.8
658,239,Elekid,Electric,,65,45,115,58,63,37,1000000,0,45,0,5,1.25,40,45.05,50,47.55,46.3,1.1,30,24.8
659,240,Magby,Fire,,72,103,80,97,75,37,1000000,0,45,0,5.6,1.4,39.4,45.5,50.6,48.3,46.9,1.4,14,7.1
660,261,Poochyena,Dark,,38,55,65,30,55,35,1000000,0,255,0,4.5,1.125,250.5,254.875,259.5,257.125,256,0.5,1.5,6
661,262,Mightyena,Dark,,38,30,65,30,90,70,1000000,1,127,0,8,2,119,126,135,130,128,0.5,1.5,6
662,263,Zigzagoon,Normal,,58,95,105,30,30,41,1000000,0,255,0,3.55,0.8875,251.45,253.5625,258.55,255.3375,254.45,1.7,76.5,26.5
663,263,Galarian Zigzagoon,Dark,Normal,54,53,45,22,30,41,1000000,0,255,0,3.55,0.8875,251.45,253.5625,258.55,255.3375,254.45,0.7,16.5,33.7
664,264,Linoone,Normal,,74,83,65,32,70,61,1000000,1,90,0,6.55,1.6375,83.45,88.8125,96.55,92.0875,90.45,1.2,81,56.3
665,264,Galarian Linoone,Dark,Normal,55,74,45,70,70,61,1000000,0,90,0,6.55,1.6375,83.45,88.8125,96.55,92.0875,90.45,0.5,9.5,38
666,265,Wurmple,Bug,,75,112,65,110,45,35,1000000,0,255,0,4,1,251,254.5,259,256.5,255.5,1.4,32,16.3
667,266,Silcoon,Bug,,50,40,62,65,35,55,1000000,0,120,0,4.5,1.125,115.5,117.875,124.5,120.125,119,0.6,31,86.1
668,267,Beautifly,Bug,Flying,80,60,82,75,70,50,1000000,1,45,0,6,1.5,39,44.5,51,47.5,46,1.9,107.3,29.7
669,268,Cascoon,Bug,,40,80,40,65,35,55,1000000,0,120,0,4.5,1.125,115.5,117.875,124.5,120.125,119,0.7,12.5,25.5
670,269,Dustox,Bug,Poison,60,120,60,105,50,70,1000000,1,45,0,6,1.5,39,42.5,51,45.5,44,1.6,81.1,31.7
671,278,Wingull,Water,Flying,55,40,40,75,30,30,1000000,0,190,0,3,0.75,187,189.25,193,190.75,190,0.4,5.8,36.3
672,279,Pelipper,Water,Flying,75,65,60,115,50,100,1000000,1,45,0,7.5,1.875,37.5,40.625,52.5,44.375,42.5,0.5,7.5,30
673,283,Surskit,Bug,Water,45,55,65,45,30,32,1000000,0,200,0,3.1,0.775,196.9,199.125,203.1,200.675,199.9,0.4,5.8,36.3
674,284,Masquerain,Bug,Flying,60,75,85,55,60,62,1000000,1,75,0,6.1,1.525,68.9,73.375,81.1,76.425,74.9,0.7,18,36.7
675,299,Nosepass,Rock,,70,95,110,65,45,135,1000000,0,255,0,9,2.25,246,248.25,264,252.75,250.5,1.5,44,19.6
676,307,Meditite,Fighting,Psychic,45,105,50,20,40,55,1000000,0,180,0,4.75,1.1875,175.25,178.0625,184.75,180.4375,179.25,0.3,1,11.1
677,308,Medicham,Fighting,Psychic,65,125,60,30,60,75,1000000,1,90,0,6.75,1.6875,83.25,87.5625,96.75,90.9375,89.25,0.6,8,22.2
678,308,Mega Medicham,Fighting,Psychic,110,125,85,30,100,85,1000000,1,90,0,9.25,2.3125,80.75,88.4375,99.25,93.0625,90.75,1,20.1,20.1
679,311,Plusle,Electric,,62,44,50,55,50,40,1000000,1,200,0,4.5,1.125,195.5,199.375,204.5,201.625,200.5,0.5,5.5,22
680,312,Minun,Electric,,75,87,63,98,40,50,1000000,1,200,0,4.5,1.125,195.5,198.375,204.5,200.625,199.5,1.3,24.2,14.3
681,322,Numel,Fire,Ground,36,65,60,44,60,40,1000000,0,255,0,5,1.25,250,254.75,260,257.25,256,0.4,5.7,35.6
682,323,Camerupt,Fire,Ground,51,80,75,59,100,70,1000000,1,150,0,8.5,2.125,141.5,149.375,158.5,153.625,151.5,1.1,41,33.9
683,323,Mega Camerupt,Fire,Ground,71,110,95,79,120,100,1000000,1,150,0,11,2.75,139,148.25,161,153.75,151,1.3,57.5,34
684,324,Torkoal,Fire,,60,40,50,75,85,140,1000000,1,90,0,11.25,2.8125,78.75,84.4375,101.25,90.0625,87.25,0.6,19.5,54.2
685,339,Barboach,Water,Ground,80,60,70,95,48,43,1000000,0,190,0,4.55,1.1375,185.45,189.1125,194.55,191.3875,190.25,1.9,92.5,25.6
686,340,Whiscash,Water,Ground,55,75,60,103,78,73,1000000,1,75,0,7.55,1.8875,67.45,73.3625,82.55,77.1375,75.25,0.4,5,31.3
687,343,Baltoy,Ground,Psychic,50,40,45,60,40,55,1000000,0,255,0,4.75,1.1875,250.25,253.0625,259.75,255.4375,254.25,0.5,5.9,23.6
688,344,Claydol,Ground,Psychic,70,60,105,20,70,105,1000000,1,90,0,8.75,2.1875,81.25,86.0625,98.75,90.4375,88.25,1,33,33
689,351,Castform,Normal,,69,55,55,15,70,70,1000000,1,45,0,7,1.75,38,43.25,52,46.75,45,0.2,1,25
690,360,Wynaut,Psychic,,114,85,80,30,23,48,1000000,0,125,0,3.55,0.8875,121.45,122.8625,128.55,124.6375,123.75,0.6,10.5,29.2
691,361,Snorunt,Ice,,55,65,85,40,50,50,1000000,0,190,0,5,1.25,185,188.75,195,191.25,190,1.2,33,22.9
692,362,Glalie,Ice,,100,85,105,60,80,80,1000000,1,75,0,8,2,67,73,83,77,75,2.2,135,27.9
693,362,Mega Glalie,Ice,,165,40,45,65,120,80,1000000,1,75,0,10,2.5,65,74.5,85,79.5,77,1.2,31.6,21.9
694,399,Bidoof,Normal,,50,57,50,65,45,40,1000000,0,255,0,4.25,1.0625,250.75,254.1875,259.25,256.3125,255.25,0.1,0.6,60
695,400,Bibarel,Normal,Water,70,97,60,108,85,60,1000000,1,127,0,7.25,1.8125,119.75,126.4375,134.25,130.0625,128.25,0.8,14.3,22.3
696,412,Burmy,Bug,,44,24,86,10,29,45,1000000,0,120,0,3.7,0.925,116.3,118.275,123.7,120.125,119.2,0.6,18.8,52.2
697,413,Wormadam Plant Cloak,Bug,Grass,74,54,116,20,59,85,1000000,0,45,0,7.2,1.8,37.8,41.9,52.2,45.5,43.7,1,110,110
698,413,Wormadam Sandy Cloak,Bug,Ground,40,45,60,30,79,105,1000000,0,45,0,9.2,2.3,35.8,41.4,54.2,46,43.7,0.3,21,233.3
699,413,Wormadam Trash Cloak,Bug,Steel,60,70,85,50,69,95,1000000,0,45,0,8.2,2.05,36.8,41.65,53.2,45.75,43.7,0.6,51,141.7
700,414,Mothim,Bug,Flying,60,70,85,90,94,50,1000000,1,45,0,7.2,1.8,37.8,45.4,52.2,49,47.2,0.6,81,225
701,417,Pachirisu,Electric,,35,45,40,60,45,70,1000000,1,200,0,5.75,1.4375,194.25,197.3125,205.75,200.1875,198.75,0.2,0.3,7.5
702,418,Buizel,Water,,65,75,70,40,65,35,1000000,0,190,0,5,1.25,185,190.25,195,192.75,191.5,1.2,22,15.3
703,419,Floatzel,Water,,85,105,80,50,105,55,1000000,1,75,0,8,2,67,75.5,83,79.5,77.5,2.1,80.5,18.3
704,420,Cherubi,Grass,,55,85,55,30,35,45,1000000,0,190,0,4,1,186,188.5,194,190.5,189.5,0.5,9,36
705,421,Cherrim,Grass,,75,125,95,40,60,70,1000000,1,75,0,6.5,1.625,68.5,72.875,81.5,76.125,74.5,1,34.5,34.5
706,422,Shellos,Water,,50,65,55,20,48,48,1000000,0,190,0,4.8,1.2,185.2,188.8,194.8,191.2,190,0.3,3.1,34.4
707,423,Gastrodon,Water,Ground,60,95,60,55,83,68,1000000,1,75,0,7.55,1.8875,67.45,73.8625,82.55,77.6375,75.75,0.6,13,36.1
708,427,Buneary,Normal,,60,145,90,80,66,44,1000000,0,190,0,5.5,1.375,184.5,189.725,195.5,192.475,191.1,1,34.3,34.3
709,428,Lopunny,Normal,,46,30,40,57,76,84,1000000,1,60,0,8,2,52,57.6,68,61.6,59.6,0.6,18,50
710,428,Mega Lopunny,Normal,Fighting,66,40,50,67,136,94,1000000,1,60,0,11.5,2.875,48.5,59.225,71.5,64.975,62.1,1,36,36
711,434,Stunky,Poison,Dark,76,60,70,97,63,47,1000000,0,225,0,5.5,1.375,219.5,224.425,230.5,227.175,225.8,1.8,105.5,32.6
712,435,Skuntank,Poison,Dark,55,60,40,40,93,67,1000000,1,60,0,8,2,52,59.3,68,63.3,61.3,0.5,8.5,34
713,436,Bronzor,Steel,Psychic,95,70,80,50,24,86,1000000,0,255,0,5.5,1.375,249.5,250.525,260.5,253.275,251.9,2.6,260,38.5
714,437,Bronzong,Steel,Psychic,80,95,135,105,89,116,1000000,1,90,0,10.25,2.5625,79.75,86.0875,100.25,91.2125,88.65,1.1,148,122.3
715,438,Bonsly,Rock,,50,40,65,25,80,95,1000000,0,255,0,8.75,2.1875,246.25,252.0625,263.75,256.4375,254.25,0.4,7.7,48.1
716,439,Mime Jr.,Psychic,Fairy,80,100,60,145,25,45,1000000,0,145,0,3.5,0.875,141.5,143.125,148.5,144.875,144,0.8,25.3,39.5
717,442,Spiritomb,Ghost,Dark,109,81,99,32,92,108,1000000,1,100,0,10,2.5,90,96.7,110,101.7,99.2,0.7,11,22.4
718,453,Croagunk,Poison,Fighting,109,66,84,32,61,40,1000000,0,140,0,5.05,1.2625,134.95,139.7875,145.05,142.3125,141.05,0.7,20.5,41.8
719,454,Toxicroak,Poison,Fighting,45,55,50,65,106,65,1000000,1,75,0,8.55,2.1375,66.45,74.9125,83.55,79.1875,77.05,0.9,20,24.7
720,462,Magnezone,Electric,Steel,65,95,60,105,70,115,1000000,1,30,0,9.25,2.3125,20.75,25.4375,39.25,30.0625,27.75,1.4,35.5,18.1
